47,205,24999,4,14,38,1
746,12,4969,1,24,8,1
4766,3,1991,0,21,0,0
3254,4,8180,2,24,0,0
2543,0,0,1,25,0,0
1316,1,2802,0,15,0,0
31,239,19755,3,13,29,1
1702,7,2193,0,14,0,0
1747,0,0,0,26,0,0
1412,0,0,0,21,0,0
2791,1,4476,0,23,0,0
43,240,15826,5,9,31,1
3442,6,7504,1,15,0,0
71,3,12219,0,33,2,0
4001,0,0,0,19,0,0
4385,1,10532,0,15,0,0
586,0,0,0,21,0,0
67,201,14278,6,17,53,1
6965,4,2382,2,18,6,1
6918,12,6411,1,17,6,0
1773,0,0,0,20,0,0
65,0,0,1,19,0,0
5703,0,0,0,22,0,0
6202,1,1017,0,19,0,0
7650,0,0,0,21,0,0
4726,0,0,0,25,0,0
6956,2,1948,0,25,0,0
35,149,11853,5,16,41,1
2548,21,5423,2,30,9,1
2460,3,1330,0,20,0,0
5223,1,1991,0,14,3,0
2713,0,0,0,24,0,0
2071,0,0,0,22,0,0
2897,0,0,0,34,0,0
3534,0,0,0,19,0,0
36,165,18707,5,19,66,1
7922,3,128552,0,16,5,1
7964,5,5442,1,21,4,0
5237,3,2615,0,24,0,0
2556,1,11684,0,22,0,0
3457,4,2091,0,24,4,0
5823,0,0,0,21,0,0
8163,0,0,0,25,0,0
8259,0,0,1,12,5,0
7050,1,4779,0,18,7,0
8434,0,0,0,16,2,0
5170,3,1369,0,19,1,0
4710,0,0,0,22,0,0
4994,0,0,0,17,2,0
8739,0,0,0,21,0,0
43,184,40330,4,15,47,1
45,1,4452,2,20,0,0
4082,6,3107,0,27,1,0
185,2,235682,1,20,3,0
4485,7,5353,1,29,1,0
3390,7,2032,0,21,1,0
587,7,3409,0,22,2,0
1788,0,0,0,22,0,0
3348,1,1124,0,19,1,0
2209,2,2474,1,17,6,0
3553,64,26701,5,15,43,1
97,83,10182,5,22,48,1
852,8,2123,1,27,9,1
68,9,18652,0,21,5,1
4711,2,1535,1,28,1,0
6283,3,2959,1,21,0,0
1766,0,0,0,17,0,0
7953,2,1179,0,24,0,0
3345,0,0,0,20,0,0
5437,0,0,0,13,0,0
3196,0,0,0,16,5,0
8133,2,2750,0,18,0,0
6506,1,4079,0,19,4,0
3087,0,0,0,22,7,0
6582,0,0,0,13,0,0
5684,2,1448,0,20,0,0
231,0,0,0,20,3,0
2744,0,0,0,19,0,0
74,2,1208,0,15,2,0
3313,0,0,0,12,4,0
4110,0,0,0,18,0,0
66,64,24046,6,22,60,1
5129,39,10707,5,16,68,1
7820,17,4344,0,21,2,0
3833,6,4149,1,26,7,0
81,5,1741,1,22,0,0
7888,0,0,0,20,0,0
82,3,12979,0,13,3,0
4254,2,2636,0,18,6,0
9151,0,0,0,22,1,0
1351,0,0,0,23,0,0
76,2,1477,0,19,2,0
4968,1,1370,0,17,2,0
8214,0,0,0,21,0,0
9655,1,1336,0,19,0,0
3126,0,0,0,16,8,0
3357,3,1860,0,19,4,0
4501,0,0,0,21,0,0
4281,1,2528,0,21,2,0
9095,1,1064,0,20,5,0
4938,1,1546,0,20,4,0
71,2,1853,0,14,1,0
2735,2,1202,0,18,1,0
391,0,0,0,22,0,0
68,111,20747,4,16,56,1
6746,8,5117,2,24,11,1
74,6,12751,1,19,7,0
5389,5,2653,0,21,9,0
645,1,1595,0,23,0,0
112,2,2916,1,16,4,0
1332,3,3571,1,20,6,0
1015,1,13814,0,18,1,0
794,1,2429,0,20,0,0
4659,2,1673,1,17,0,0
119,0,0,0,27,2,0
1568,1,1679,0,15,6,0
6314,0,0,0,20,1,0
7170,0,0,0,14,1,0
5285,2,4284,0,17,3,0
63,213,43834,6,12,65,1
2515,5,2742,0,24,0,0
81,4,2913,1,21,6,0
3932,3,2376,0,21,0,0
6686,0,0,0,19,1,0
2810,0,0,0,18,4,0
5656,1,1861,1,20,0,0
7290,1,1235,0,25,5,0
5095,0,0,0,20,6,0
3702,0,0,0,26,1,0
6476,0,0,0,17,0,0
737,2,1304,0,23,1,0
3307,1,6551,0,23,1,0
432,0,0,0,22,0,0
5558,3,3533,0,15,0,0
6117,2,1174,0,21,2,0
5461,0,0,0,16,0,0
4991,0,0,0,21,1,0
6269,0,0,0,24,2,0
4756,0,0,0,21,11,0
5364,1,1290,0,21,0,0
4466,2,9660,0,14,5,0
4058,0,0,0,18,0,0
4380,0,0,0,23,3,0
5806,2,4010,0,16,3,0
4931,1,1056,0,21,0,0
48,140,42455,3,15,47,1
67,27,4558,2,11,27,1
6456,3,1973,1,16,0,0
2096,3,93475,1,25,2,0
1334,2,1634,0,20,7,0
6705,0,0,0,29,6,0
4557,1,1607,2,22,2,0
875,3,2701,1,19,13,0
3924,1,19313,0,26,5,0
5741,0,0,0,16,1,0
2813,0,0,0,15,1,0
66,1,1491,0,21,2,0
2764,0,0,1,24,7,0
2227,0,0,0,16,2,0
4897,0,0,0,23,1,0
4998,1,1025,0,16,1,0
2014,0,0,0,18,7,0
4327,0,0,0,25,3,0
1083,1,1000,0,29,1,0
6512,1,2410,0,26,1,0
5493,0,0,0,19,1,0
6431,1,4202,0,21,8,0
6021,0,0,0,18,2,0
1905,1,3315,0,17,3,0
1904,0,0,0,15,0,0
1568,0,0,0,26,2,0
1822,2,6583,0,22,6,0
473,0,0,0,21,3,0
5545,0,0,0,15,0,0
954,0,0,0,21,0,0
2012,0,0,0,19,0,0
103,127,29579,4,12,38,1
4660,27,6007,3,19,12,1
123,3,1202,1,23,1,0
72,4,2415,1,9,8,0
4032,2,1760,1,26,1,0
3678,8,4948,0,22,3,0
894,1,2121,1,17,13,0
2955,0,0,1,24,0,0
6463,0,0,1,15,0,0
6244,0,0,1,18,1,0
8405,7,3544,0,12,1,0
3471,2,1705,1,17,1,0
6950,1,52573,0,33,1,0
1006,0,0,1,20,7,0
7910,3,8279,1,28,0,0
7981,1,1040,0,14,1,0
3184,0,0,1,28,1,0
110,1,1759,0,15,0,0
192,0,0,0,17,4,0
3446,4,11473,0,21,6,0
2641,0,0,1,17,6,0
2273,1,15682,0,15,3,0
125,143,43881,7,9,45,1
6366,14,4358,1,13,5,1
1527,2,4030,0,25,1,0
83,12,3337,1,11,10,0
2517,2,4959,1,15,1,0
1858,0,0,1,18,1,0
1269,0,0,1,23,0,0
5243,0,0,0,16,0,0
5396,1,1325,1,24,0,0
6464,0,0,0,23,0,0
5714,1,1682,0,21,1,0
8226,0,0,0,22,0,0
7707,4,7938,0,20,8,0
7321,0,0,0,18,0,0
7600,2,2713,0,16,1,0
216,1,10107,0,17,2,0
116,0,0,0,21,0,0
4958,0,0,0,28,0,0
3531,2,2336,0,16,9,0
80,0,0,0,17,1,0
7507,0,0,0,20,3,0
5855,0,0,0,18,1,0
5240,0,0,0,21,0,0
79,226,16351,7,21,80,1
4515,1,1439,1,26,0,0
2839,1,1735,1,20,0,0
3048,2,2075,1,18,0,0
2275,1,12495,0,16,0,0
3846,0,0,0,23,0,0
77,2,7212,0,22,0,0
1008,1,5235,0,20,1,0
5825,1,1338,0,12,1,0
3192,1,2234,0,24,1,0
94,0,0,1,17,0,0
2470,1,1342,0,18,2,0
1492,0,0,0,19,1,0
3421,0,0,0,16,2,0
393,4,2101,0,18,1,0
50,199,27114,6,17,77,1
6479,12,4590,0,11,7,0
1695,0,0,1,28,0,0
6328,2,5779,1,19,7,0
6376,6,14643,1,24,8,0
6243,3,2825,0,17,10,0
2054,1,4551,1,20,4,0
6335,3,5686,0,17,2,0
2910,0,0,0,14,0,0
7154,0,0,0,16,1,0
7024,0,0,0,19,0,0
41,2,2056,0,10,1,0
6131,0,0,0,20,0,0
74,118,11132,5,23,31,1
4450,48,11342,5,14,27,1
778,1,1529,0,16,1,0
843,0,0,0,31,0,0
6757,2,1051,1,12,0,0
64,3,16289,0,20,2,0
1960,1,4107,0,16,4,0
7659,1,3131,0,26,4,0
7612,7,2448,0,20,4,0
8431,2,9007,0,21,0,0
5771,2,2931,0,28,0,0
8679,0,0,0,19,0,0
2105,0,0,0,26,0,0
4883,2,6426,1,14,3,0
3678,0,0,0,19,1,0
7404,1,1014,0,23,0,0
6090,2,9932,0,17,4,0
6751,1,1287,0,24,3,0
104,236,11463,6,19,71,1
67,1,5365,2,17,1,0
4797,9,3039,1,26,7,0
1801,1,3212,0,20,0,0
6958,0,0,0,26,0,0
110,0,0,0,5,1,0
8557,0,0,0,12,0,0
98,1,1312,0,17,0,0
7324,1,1223,0,19,0,0
63,0,0,0,12,0,0
6162,1,1426,0,21,4,0
4160,0,0,0,24,0,0
5589,0,0,0,20,0,0
4380,1,11123,0,20,0,0
7879,0,0,0,22,0,0
100,141,6274,6,21,43,1
1819,10,3825,1,21,1,0
6132,7,19563,2,24,2,0
1388,9,6431,2,23,13,1
5969,0,0,0,20,0,0
122,5,4088,4,15,8,0
124,14,12293,0,12,4,0
4577,1,5486,0,29,1,0
7789,1,1897,2,18,7,0
906,1,2064,0,21,0,0
6083,10,2692,0,10,2,0
8536,1,1014,1,28,0,0
8003,2,1817,0,20,3,0
6068,1,1534,0,22,0,0
6519,0,0,1,16,2,0
1057,0,0,0,18,0,0
109,64,6487,3,18,41,1
2499,39,2839,2,17,16,1
4364,8,2666,4,22,8,0
181,3,1815,1,25,0,0
971,6,5593,0,24,6,0
95,13,4667,1,22,8,0
6073,2,1102,1,19,4,0
9001,2,2687,3,12,7,0
4544,7,9865,1,25,8,0
284,1,21190,0,25,0,0
8521,2,1702,0,20,0,0
7815,1,1124,0,20,0,0
9743,1,1078,0,21,0,0
9041,0,0,0,24,0,0
10387,0,0,0,15,2,0
1116,0,0,0,20,0,0
4656,1,1908,0,18,0,0
3212,1,1294,0,24,1,0
9768,1,3452,0,24,1,0
6866,2,2590,0,17,9,0
3143,1,2027,0,19,5,0
6002,0,0,0,25,0,0
2637,0,0,0,18,0,0
2687,0,0,0,21,0,0
8030,3,2885,0,18,5,0
7439,0,0,0,22,0,0
94,197,7535,6,11,60,1
5719,9,5785,0,24,6,0
3262,7,4452,2,23,15,1
868,7,2249,2,23,11,1
2554,2,2798,1,19,0,0
337,4,3311,2,24,8,0
5451,0,0,0,21,3,0
3002,1,2147,0,22,0,0
8573,0,0,0,23,0,0
65,2,1461,0,9,7,0
477,0,0,0,24,0,0
5614,0,0,0,26,0,0
5039,0,0,0,24,1,0
4731,0,0,0,23,0,0
3275,0,0,0,13,0,0
6681,0,0,0,18,5,0
293,0,0,0,16,0,0
2450,0,0,0,25,2,0
93,0,0,0,25,0,0
64,0,0,0,15,0,0
57,198,29647,5,16,52,1
1167,3,14420,0,35,0,0
73,0,0,0,17,4,0
426,2,4735,0,23,0,0
70,1,1353,0,19,0,0
7864,3,1286,0,22,6,0
53,1,4339,0,15,2,0
982,0,0,0,22,2,0
76,1,2416,0,16,0,0
4836,0,0,0,40,0,0
4552,4,3618,0,19,0,0
8375,0,0,0,19,0,0
48,168,23477,5,10,49,1
5624,22,4561,2,22,8,1
70,2,34813,1,19,1,0
1506,0,0,1,23,2,0
4581,1,259100,0,19,1,0
3257,2,1818,1,19,0,0
2169,0,0,1,15,0,0
3079,1,3141,1,24,0,0
50,0,0,0,16,0,0
58,239,26366,3,14,64,1
2464,2,3131,1,23,0,0
4224,0,0,0,18,0,0
1171,2,1672,0,22,0,0
2612,3,2617,0,23,1,0
2906,0,0,1,23,0,0
2638,0,0,0,21,0,0
3519,0,0,0,23,2,0
3406,1,10292,0,15,0,0
1056,0,0,0,26,0,0
240,1,2941,0,22,0,0
8,201,42279,6,45,256,1
61,8,5888,1,23,8,1
114,3,5945,1,26,24,1
6096,1,1011,0,28,2,0
3830,1,1768,0,20,0,0
3062,2,2771,0,25,5,0
83,0,0,0,20,0,0
1380,0,0,0,20,11,0
2718,0,0,0,25,2,0
2153,0,0,0,22,1,0
524,0,0,0,20,10,0
2773,1,4017,0,27,5,0
2111,0,0,0,16,1,0
5298,0,0,0,20,0,0
2553,0,0,0,23,2,0
1784,1,2370,0,26,0,0
635,0,0,0,23,1,0
1354,0,0,0,21,0,0
4878,0,0,0,17,2,0
2149,0,0,0,17,3,0
1125,1,3481,0,23,0,0
5218,0,0,0,20,0,0
2851,0,0,0,27,1,0
2229,1,1373,0,28,0,0
841,0,0,0,26,2,0
815,0,0,0,27,4,0
5093,0,0,0,21,0,0
2141,0,0,0,18,0,0
1545,0,0,0,21,1,0
1901,0,0,0,27,0,0
5783,0,0,0,18,1,0
2932,1,3367,0,19,1,0
3772,0,0,0,21,0,0
2604,0,0,0,22,2,0
3671,0,0,0,22,2,0
5056,0,0,0,21,0,0
18,7,16823,2,23,7,1
6,1,11224,0,22,3,0
86,5,3968,1,16,10,1
6,94,12213,0,41,16,1
40,7,3886,2,19,13,1
48,140,42455,3,15,47,1
67,27,4558,2,11,27,1
6456,3,1973,1,16,0,0
2096,3,93475,1,25,2,0
1334,2,1634,0,20,7,0
6705,0,0,0,29,6,0
4557,1,1607,2,22,2,0
875,3,2701,1,19,13,0
3924,1,19313,0,26,5,0
5741,0,0,0,16,1,0
2813,0,0,0,15,1,0
66,1,1491,0,21,2,0
2764,0,0,1,24,7,0
2227,0,0,0,16,2,0
4897,0,0,0,23,1,0
4998,1,1025,0,16,1,0
2014,0,0,0,18,7,0
4327,0,0,0,25,3,0
1083,1,1000,0,29,1,0
6512,1,2410,0,26,1,0
5493,0,0,0,19,1,0
6431,1,4202,0,21,8,0
6021,0,0,0,18,2,0
1905,1,3315,0,17,3,0
1904,0,0,0,15,0,0
1568,0,0,0,26,2,0
1822,2,6583,0,22,6,0
473,0,0,0,21,3,0
5545,0,0,0,15,0,0
954,0,0,0,21,0,0
2012,0,0,0,19,0,0
57,198,29647,5,16,52,1
1167,3,14420,0,35,0,0
73,0,0,0,17,4,0
426,2,4735,0,23,0,0
70,1,1353,0,19,0,0
7864,3,1286,0,22,6,0
53,1,4339,0,15,2,0
982,0,0,0,22,2,0
76,1,2416,0,16,0,0
4836,0,0,0,40,0,0
4552,4,3618,0,19,0,0
8375,0,0,0,19,0,0
47,205,24999,4,14,38,1
746,12,4969,1,24,8,0
4766,3,1991,0,21,0,0
3254,4,8180,2,24,0,0
2543,0,0,1,25,0,0
1316,1,2802,0,15,0,0